tweet_text,tweet_category,tweet_topics,tweet_location,tweet_state,tweet_region,user_gender,retweet_count,tweet_date,tweet_time,day_of_week
The people that keep me positive will follow me into 2015. I will leave everyone else in 2014. #NewYearsResolution,Family/Friends/Relationships,Be better at keeping in touch with loved ones or friends,"Saint Clair, Michigan",MI,Midwest,male,0,2015-01-01,7,Thursday
Not sure what #NewYearsResolution to partake in? Decrease # of #takeout by ONE day/week! Make these dishes instead! http://t.co/gu4mz7DY7s,Personal Growth,Curse less,"Greater Chicago Area ",IL,Midwest,female,1,2015-01-01,7,Thursday
#NewYearsResolution eliminate obscurity through connection,Personal Growth,Be more positive,North Carolina or Oregon,NC,South,male,0,2015-01-01,7,Thursday
"RT @Chandlerjr1984: #NewYearsResolution was to quit smokin cigarettes NOT WEED lol, havent had a cigarette in 12 hours!Go Me! #WakeandBake ‰Û_",Health & Fitness,Quit smoking,"Webster Groves,Mo",MO,Midwest,male,1,2015-01-01,7,Thursday
RT @dewey800s: #NewYearsResolution: To somehow get John Rabe @KPCCofframp to RT me.,Recreation & Leisure,See a Concert/Show,Southern California,CA,West,male,1,2015-01-01,7,Thursday
Hoping I can only surround myself with people who make an effort to be in my life this year and deserve my attention. #NewYearsResolution,Family/Friends/Relationships,Make new friends,"Morgantown, WV",WV,South,female,14,2015-01-01,7,Thursday
My #NewYearsResolution is to get fat and become a dad.,Humor,Humor about Career Resolutions,"Brooklyn, New York",NY,Northeast,male,0,2015-01-01,7,Thursday
#NewYearsResolution : be a better daughter &amp; girlfriend _ÙÕ_ÙÕ¥,Family/Friends/Relationships,Spend more time with family,Atlanta‰_•ü,GA,South,female,2,2015-01-01,7,Thursday
#NewYearsResolution  not to be took advantage of.._ÙÔ,Personal Growth,Use more social media,Mississippi,MS,South,female,0,2015-01-01,7,Thursday
My #NewYearsResolution was to get belligerently drunk. #missionaccomplished Look at me go.,Humor,Humor about Family/Friends/Relationships Resolutions,"Essex Junction, VT",VT,Northeast,female,0,2015-01-01,7,Thursday
RT @Hall_Bruce: What better day than today to spend time in prayer &amp; the Word in order to hear His plans for your #2015.#NewBeginnings#Ne‰Û_,Personal Growth,Focus on Religion and Faith,Ohio,OH,Midwest,male,1,2015-01-01,7,Thursday
#NewYearsResolution: order more pizza to my bed,Humor,Humor about Personal Growth and Interests Resolutions,"New York ",NY,Northeast,female,0,2015-01-01,7,Thursday
Happy New Year Everyone! I'm doing great...it's 10AM here and I haven't broken one resolution yet! #NewYearsResolution,Humor,Humor about not Keeping Resolutions,Osage Beach/Cincinnati Ohio,OH,Midwest,male,0,2015-01-01,8,Thursday
"So if I wanna lose more weight this year, can I start the year with McDonald's breakfast... #NewYearsResolution _Ù÷",Health & Fitness,Lose weight,"Houston, TX",TX,South,female,0,2015-01-01,8,Thursday
RT @Reile_Talk: #NewYearsResolution Be like Ray Irish,Personal Growth,Respect Others,"Salem, NY/ SUNY Canton ",NY,Northeast,male,1,2015-01-01,8,Thursday
"Smile more, spend less. #NewYearsResolution",Personal Growth,Be more positive,"New York, New York",NY,Northeast,male,1,2015-01-01,8,Thursday
Start smoking cigs #NewYearsResolution,Health & Fitness,Other,Wisconsin,WI,Midwest,male,2,2015-01-01,8,Thursday
my #newyearsresolution is to start building from the ground up a career/brand that means more to others then it does to myself. #2015,Career,Start a new business,"Buffalo, New York",NY,Northeast,male,0,2015-01-01,8,Thursday
"""I plan to not get that fat."" - #NewYearsResolution",Health & Fitness,Improve my body,tulsa,OK,South,male,0,2015-01-01,8,Thursday
Make better bad decisions. #NewYearsResolution,Humor,Humor about Personal Growth and Interests Resolutions,Brooklyn,NY,Northeast,male,0,2015-01-01,8,Thursday
My #NewYearsResolution Is To Start &amp; End This Yr W/ My Gurllll @lexxmoe By My Side,Family/Friends/Relationships,Find a Girlfriend,"The Hood ( silverton ) ",OR,West,male,0,2015-01-01,8,Thursday
My #NewYearsResolution is to massively INCREASE my carbon footprint. Environmentalist's ...well you're gonna have to do more. #tcot #p2,Humor,Humor about Career Resolutions,Tarheel State,NC,South,male,0,2015-01-01,8,Thursday
My #NewYearsResolution is to always remember: if it doesn't get me closer to Orvieto #Italy it doesn't matter. #HeathagensTakeOnRoma,Personal Growth,Learn to let things go,"Atlanta, GA",GA,South,female,0,2015-01-01,8,Thursday
My New Year's resolution is that I will let the @Yankees win the 2015 World serious !!! #NewYearsResolution #NewYorkYankees #Yankees,Recreation & Leisure,Spend more time outside,"Monsey, NY",NY,Northeast,female,0,2015-01-01,8,Thursday
Resolve to be more like this guy in 2015 #NewYearsResolution #GoPats http://t.co/Wb67Hv4GkS,Humor,Humor about Personal Growth and Interests Resolutions,Boston,MA,Northeast,male,0,2015-01-01,8,Thursday
"Ok so my #NewYearsResolution is simply Surround myself w positive energy, actions and friends. _ÙÔ__ÙÔÇ_ÙÔÂ_ÙÕÇ What's yours?",Personal Growth,Be more positive,Orange County,CA,West,female,0,2015-01-01,8,Thursday
"@MikeSadorf *1 year later* ""Get help for my gun addiction #NewYearsResolution""",Recreation & Leisure,Hike more,"F/24/Atlanta, GA",GA,South,male,0,2015-01-01,8,Thursday
RT @LynessaJames: i think #cat #fighting is probably a fun enough reason to get into shape. who wants the typical #NewYearsResolution (inse‰Û_,Health & Fitness,Improve my body,"Pensacola, FL",FL,South,male,1,2015-01-01,8,Thursday
My only #NewYearsResolution : cleanup and organize my #onedrive folders,Time Management/Organization,Fix up my home office,"Norwood, MA.",MA,Northeast,male,0,2015-01-01,8,Thursday
No 1 #NewYearsResolution actually make recipe I've pinned on #Pinterest,Personal Growth,Be more positive,Kentucky,KY,South,female,0,2015-01-01,8,Thursday
Become a father #NewYearsResolution,Family/Friends/Relationships,Have a baby,"Baraboo, Wisconsin",WI,Midwest,male,1,2015-01-01,8,Thursday
New Year's Resolution: Read more good books! http://t.co/p1mfKF1213 I can help with that! #NewYearsResolution #NewYearNewMe #NewYear,Recreation & Leisure,Other,"Salt Lake City, Utah",UT,West,male,1,2015-01-01,8,Thursday
"RT @PSpowerup: #NewYearsResolution: to be a better account, get to know more fellow gamers and to get to 15k followers.",Personal Growth,Be more positive,"San Angelo, TX",TX,South,male,2,2015-01-01,8,Thursday
#NewYearsResolution #1: Stop putting so much pressure on myself to be perfect.,Personal Growth,Focus on my self,New York City,NY,Northeast,female,0,2015-01-01,8,Thursday
To shrug things off more often. #2015 will be the year of  åø\_(‹Äã)_/åø #NewYearsResolution,Personal Growth,Be more positive,TN,TN,South,female,0,2015-01-01,8,Thursday
"#LoseWeight#ExerciseLess TVNo CursingFloss MoreFind ""The One""Focus on 1 challenge at a time...#ChooseWisely #NewYearsResolution",Personal Growth,Watch less TV,"Fort Worth, TX",TX,South,male,0,2015-01-01,8,Thursday
Pursuing sustainable human sacrifice alternatives. #NewYearsResolution,Humor,Humor about Career Resolutions,"St. Louis, MO",MO,Midwest,male,1,2015-01-01,8,Thursday
RT @SethDaigle1: #NewYearsResolution try meth #NewYearNewMe #Meth,Humor,Humor about Health and Fitness Resolutions,Texas,TX,South,male,2,2015-01-01,8,Thursday
Cannot wait for the winter classic hawks vs capitals !!! Hockey tradition on New Year's Day !!!! #2015 #NewYearsResolution #HappyNewYear,Recreation & Leisure,Hike more,"Coral Springs, Florida ",FL,South,female,0,2015-01-01,8,Thursday
"First hungover meal of 2015, McDonald's breakfast. This is going to be an eating year @SydneyKinman #NewYearsResolution #closetfatties",Health & Fitness,Other,Chicago,IL,Midwest,male,1,2015-01-01,8,Thursday
Will be on a new level this year å_) #motivation #NewYearsResolution #NewYear,Humor,Humor about not Resolutions in general,"Minneapolis, Minnesota",MN,Midwest,male,0,2015-01-01,8,Thursday
#NewYearsResolution Meet @ItsMidnightRed @ericsecharia @ColtonRudloff @anthonyladao @thomasaugusto @JoeyDiggsJr @carlyfornia18 @Niny_Li ‰_•ü‰_•ü,Personal Growth,Other,Virginia,VA,South,female,0,2015-01-01,8,Thursday
My #NewYearsResolution is to remember to write 2015 and not 2014.,Humor,Humor about not Resolutions in general,"Allentown, PA",PA,Northeast,male,0,2015-01-01,8,Thursday
Big Hair Don't Care!!! #newyearsresolution http://t.co/SqeFqTghhD,Personal Growth,Focus on my self,"Philadelphia, PA",PA,Northeast,female,0,2015-01-01,8,Thursday
RT @KateNasser: Happy New Year commitment: Create peace on earth. It doesn't just happen. #worldpeace #NewYearsResolution http://t.co/evpp8‰Û_,Philanthropic,Spread Peace,"Providence, Rhode Island (USA)",RI,Northeast,male,2,2015-01-01,8,Thursday
#NewYearsResolution : eat all the chicken fingers in the world,Humor,Humor about New Years,"Jersey City, NJ",NJ,Northeast,male,0,2015-01-01,8,Thursday
"#NewYearsResolution  read more, write more, eat healthier and force myself to exercise :(",Health & Fitness,Excersize More,"Clarksville,TN",TN,South,female,0,2015-01-01,8,Thursday
#NewYearsResolution save even more money and continue growing with @blf2014 with our relationship,Finance,Save money,"Sidney, Ohio",OH,Midwest,male,0,2015-01-01,8,Thursday
RT @call_me_TsC: #NewYearsResolution I resolve to drop the hottest mixtape of 2015,Personal Growth,Watch less TV,Pittsburgh | PSU,PA,Northeast,female,1,2015-01-01,8,Thursday
"""No need for #NewYearsResolution.  Just be awesome."" - You Know Who You Are  #QuoteOfTheYear",Personal Growth,Be more positive,Los Angeles,CA,West,male,0,2015-01-01,8,Thursday
#NewYearsResolution Be less judgemental.,Personal Growth,Respect Others,"Mt. Vernon, Baltimore",MD,South,male,0,2015-01-01,8,Thursday
My resolution is to quit wasting bananas and actually do something with the brown ones I stick in the freezer _ÙÎ #NewYearsResolution,Health & Fitness,Improve my body,Dallas,TX,South,female,0,2015-01-01,8,Thursday
"In 2015 I will love harder, forgive quicker, live without regret, and find some good in everything. #NewYearsResolution",Personal Growth,Try new things,"Massachusetts ",MA,Northeast,female,1,2015-01-01,8,Thursday
Buy a house and live like Hugh Hefner #NewYearsResolution #stillinbed,Finance,Other,"pardeeville, WI  ",WI,Midwest,male,0,2015-01-01,8,Thursday
My #NewYearsResolution for 2015: patience. What will your resolution for the new year be?,Personal Growth,Have more patience,Manhattan KS,KS,Midwest,male,0,2015-01-01,8,Thursday
#NewYearsResolution Workout at gym instead of masturbating.Exercised so much this wk I can't lift my arms.Couldn't rub one out if I tried.,Health & Fitness,Eat Less Sugar,Baltimore - DC,MD,South,female,1,2015-01-01,8,Thursday
#NewYearsResolution to finish these AP English assignments before Sunday night.,Education/Training,Improve Grades,"Paw Paw, MI",MI,Midwest,male,1,2015-01-01,8,Thursday
Need more nature #NewYearsResolution http://t.co/HpTQZougCZ,Recreation & Leisure,Spend more time outside,MS,MS,South,male,1,2015-01-01,8,Thursday
Ugh getting back to this #newyearsresolution  http://t.co/5uwZKDnLZj http://t.co/MhgB0Q3Y9h,Health & Fitness,Lose weight,"greenfield, ma.",MA,Northeast,female,0,2015-01-01,8,Thursday
Live life without a care for anyone else#NewYearsResolution,Personal Growth,Focus on my self,"Dallas ",TX,South,male,0,2015-01-01,8,Thursday
Travel to new places #NewYearsResolution,Recreation & Leisure,Take a trip,"Dallas ",TX,South,male,0,2015-01-01,8,Thursday
"And the annual New Years Resolution lives on: don't die. Dedication at its finest, folks. #NewYearsResolution #NewYear",Health & Fitness,Other,"Iowa City, Iowa",IA,Midwest,male,0,2015-01-01,8,Thursday
#NewYearsResolution #2: Trust more. I have a hard time trusting people who say they like me.  Because I don't even like me.,Personal Growth,Improve my attitude,New York City,NY,Northeast,female,0,2015-01-01,8,Thursday
"My #NewYearsResolution is to grow my social media presence to 1k, so get ready for more opinion and hopefully some insight. #sportsbiz",Career,Ask for a promotion,New York City,NY,Northeast,male,0,2015-01-01,8,Thursday
@sixfootfiveguy One of my #NewYearsResolution is to power bottom more often...?,Health & Fitness,Meditate,"Chicago, IL",IL,Midwest,male,0,2015-01-01,8,Thursday
"My #NewYearsResolution is to be a game changer, not a game player. Lets do this together. Happy New Year!!!!! http://t.co/xtILtQO8fD",Personal Growth,Be more positive,"New York City, NY",NY,Northeast,female,0,2015-01-01,8,Thursday
Fit Wanderlust Runner: Happy New Year! #NewYearsResolution #runchat #fitness #2015   http://t.co/ykIp7PeRww,Health & Fitness,Improve my body,"Fresno, CA",CA,West,female,0,2015-01-01,8,Thursday
For me 2014 is going to be all about moving forward. #seewhatididthere #NewYearsResolution #NewYear,Personal Growth,Improve my attitude,Indiana,IN,Midwest,male,0,2015-01-01,8,Thursday
"3 goals for 2015 , don't die , get good grades and no more over eating #NewYearsResolution",Personal Growth,Have more patience,"Iowa , United States , Earth ",IA,Midwest,male,0,2015-01-01,8,Thursday
RT @SavvyElise__: #NewYearsResolution : be a better daughter &amp; girlfriend _ÙÕ_ÙÕ¥,Family/Friends/Relationships,Spend more time with family,"Little Rock Arkansas ",AR,South,female,2,2015-01-01,8,Thursday
Haven't broke a #NewYearsResolution yet. Diet game going strong still,Health & Fitness,Eat healthier,arizona,AZ,West,female,0,2015-01-01,8,Thursday
Woke up to 223lbs. My #NewYearsResolution is to be down to 190-195lbs. I refuse to get passed 200lbs ever again.,Health & Fitness,Lose weight,"Las Vegas, Nevada",NV,West,male,0,2015-01-01,8,Thursday
RT @Tamar_kali: #NewYearsResolution #1 Taking everything that is mine 1 day at a time.,Personal Growth,Be more positive,"Los Angeles ",CA,West,female,1,2015-01-01,8,Thursday
1/1/2015 = another opportunity to work harder ... #EverydayCounts #NewYearsResolution - Work Harder‰Û_ http://t.co/CKFaIA94zR,Personal Growth,Improve my attitude,"Minneapolis, MN",MN,Midwest,male,0,2015-01-01,8,Thursday
"This year, to allow/accept/embrace the unstructured. And time to nourish my mind/ body/spirit. #NewYearsResolution",Personal Growth,Update my wardrobe,Columbia SC,SC,South,male,0,2015-01-01,8,Thursday
"One of my #NewYearsResolution is to go on dates more, and my first victim... @anthelonious",Family/Friends/Relationships,Find a Girlfriend,"Chicago, IL",IL,Midwest,male,0,2015-01-01,8,Thursday
I want my #NewYearsResolution to be that I will learn to cook. But really it's that I will make more money so I can go out to eat more.,Finance,Save money,"charlotte, nc",NC,South,female,0,2015-01-01,8,Thursday
#NewYearsResolution 1. Get my drivers license 2. Get a beach house 3. Start taking voice lessons again4. Get on the voice,Personal Growth,Try new things,"Johns Creek, GA ",GA,South,male,0,2015-01-01,8,Thursday
The lord is testing me. #NewYearsResolution http://t.co/JvRKNbdpBP,Humor,Humor about not Keeping Resolutions,Minnesota,MN,Midwest,female,0,2015-01-01,8,Thursday
On the downside I'm #starving but per the #NewYearsResolution I'm on a #diet ;-),Health & Fitness,Lose weight,"Bay City,MI",MI,Midwest,female,0,2015-01-01,8,Thursday
"#NewYearsResolutionShutting down gossip when it creeps, covering those persecuted. _ÙÔ_",Personal Growth,Gossip Less,"Phoenix, Arizona",AZ,West,female,7,2015-01-01,8,Thursday
Last year I set out to clear my ‰_ and mind after my divorce; now my goal is to know it is ok to have fun &amp; love again #NewYearsResolution,Family/Friends/Relationships,Find a Girlfriend,"Peru, In",IN,Midwest,female,0,2015-01-01,8,Thursday
